,NLQ,PREDICTED SQL,GOLD SQL,DATABASE
308,Count the number of documents that use the PPT template type.,SELECT count(*) FROM Documents WHERE Template_Type_Code = 'PPT' AND Documents.Document_ID IN (SELECT Document_ID FROM Paragraphs WHERE Paragraph_ID IN (SELECT Paragraph_ID FROM Documents WHERE Template_Type_Code = 'PPT'))  ,SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT',cre_Doc_Template_Mgt
309,Show all template ids and number of documents using each template.,"SELECT Template_ID,Document_ID,count(*) FROM Documents GROUP BY Template_ID  ","SELECT template_id ,  count(*) FROM Documents GROUP BY template_id",cre_Doc_Template_Mgt
310,"What are all different template ids used for documents, and how many times were each of them used?","SELECT Template_ID, count(*) as num_uses FROM Paragraphs GROUP BY Template_ID  ","SELECT template_id ,  count(*) FROM Documents GROUP BY template_id",cre_Doc_Template_Mgt
311,What is the id and type code for the template used by the most documents?,"SELECT Template_ID,Template_Type_Code FROM Templates GROUP BY Template_Type_Code ORDER BY count(*) DESC LIMIT 1  ","SELECT T1.template_id ,  T2.Template_Type_Code FROM Documents AS T1 JOIN Templates AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_id ORDER BY count(*) DESC LIMIT 1",cre_Doc_Template_Mgt
312,Return the id and type code of the template that is used for the greatest number of documents.,"SELECT Template_ID,Template_Type_Code FROM Templates GROUP BY Template_ID ORDER BY count(*) DESC LIMIT 1  ","SELECT T1.template_id ,  T2.Template_Type_Code FROM Documents AS T1 JOIN Templates AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_id ORDER BY count(*) DESC LIMIT 1",cre_Doc_Template_Mgt
313,Show ids for all templates that are used by more than one document.,SELECT Template_ID FROM Templates WHERE Document_ID IN (SELECT Document_ID FROM Paragraphs) GROUP BY Template_ID HAVING COUNT(*) > 1  ,SELECT template_id FROM Documents GROUP BY template_id HAVING count(*)  >  1,cre_Doc_Template_Mgt
314,What are the template ids of any templates used in more than a single document?,SELECT Template_ID FROM Templates WHERE Document_ID IN (SELECT Document_ID FROM Paragraphs) AND Template_ID IN (SELECT Template_ID FROM Templates)  ,SELECT template_id FROM Documents GROUP BY template_id HAVING count(*)  >  1,cre_Doc_Template_Mgt
315,Show ids for all templates not used by any document.,SELECT 0 FROM Templates AS T1 JOIN Paragraphs AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Document_ID  = 0 AND T1.Template_ID NOT IN (SELECT Document_ID FROM Documents)  ,SELECT template_id FROM Templates EXCEPT SELECT template_id FROM Documents,cre_Doc_Template_Mgt
316,What are the ids for templates that are not used in any documents?,SELECT Template_ID FROM Templates WHERE NOT EXISTS (SELECT Template_ID FROM Paragraphs WHERE Document_ID = Template_ID)  ,SELECT template_id FROM Templates EXCEPT SELECT template_id FROM Documents,cre_Doc_Template_Mgt
317,How many templates do we have?,SELECT count(*) FROM Templates  ,SELECT count(*) FROM Templates,cre_Doc_Template_Mgt
318,Count the number of templates.,SELECT count(*) FROM Templates  ,SELECT count(*) FROM Templates,cre_Doc_Template_Mgt
319,"Show template ids, version numbers, and template type codes for all templates.","SELECT Template_ID,Version_Number,Template_Type_Code FROM Templates  ","SELECT template_id ,  version_number ,  template_type_code FROM Templates",cre_Doc_Template_Mgt
320,"What are the ids, version numbers, and type codes for each template?","SELECT Template_ID,Version_Number,Template_Type_Code FROM Templates  ","SELECT template_id ,  version_number ,  template_type_code FROM Templates",cre_Doc_Template_Mgt
321,Show all distinct template type codes for all templates.,SELECT DISTINCT Template_Type_Code FROM Ref_Template_Types WHERE Template_Type_Code IS NOT NULL  ,SELECT DISTINCT template_type_code FROM Templates,cre_Doc_Template_Mgt
322,What are the different template type codes?,SELECT * FROM Ref_Template_Types  ,SELECT DISTINCT template_type_code FROM Templates,cre_Doc_Template_Mgt
323,What are the ids of templates with template type code PP or PPT?,SELECT Template_ID FROM Templates WHERE Template_Type_Code  =  'PP' OR Template_Type_Code  =  'PPT'  ,"SELECT template_id FROM Templates WHERE template_type_code  =  ""PP"" OR template_type_code  =  ""PPT""",cre_Doc_Template_Mgt
324,Return the ids of templates that have the code PP or PPT.,"SELECT Template_ID FROM Templates WHERE Template_Type_Code IN ('PP', 'PPT')  ","SELECT template_id FROM Templates WHERE template_type_code  =  ""PP"" OR template_type_code  =  ""PPT""",cre_Doc_Template_Mgt
325,How many templates have template type code CV?,SELECT count(*) FROM Templates WHERE Template_Type_Code = 'CV'  ,"SELECT count(*) FROM Templates WHERE template_type_code  =  ""CV""",cre_Doc_Template_Mgt
326,Count the number of templates of the type CV.,SELECT count(*) FROM Templates WHERE Template_Type_Code = 'CV'  ,"SELECT count(*) FROM Templates WHERE template_type_code  =  ""CV""",cre_Doc_Template_Mgt
327,What is the version number and template type code for the template with version number later than 5?,"SELECT Version_Number,Template_Type_Code FROM Templates WHERE Version_Number > 5 AND Template_Type_Code = (SELECT Template_Type_Code FROM Ref_Template_Types WHERE Template_Type_Description = 'Template Type Code')  ","SELECT version_number ,  template_type_code FROM Templates WHERE version_number  >  5",cre_Doc_Template_Mgt
328,Return the version numbers and template type codes of templates with a version number greater than 5.,"SELECT T1.Version_Number, T1.Template_Type_Code FROM Templates AS T1 JOIN Documents AS T2 ON T1.Template_ID = T2.Template_ID WHERE T2.Template_ID > 5  ","SELECT version_number ,  template_type_code FROM Templates WHERE version_number  >  5",cre_Doc_Template_Mgt
329,Show all template type codes and number of templates for each.,"SELECT Template_Type_Code,Number_of_Templates FROM Ref_Template_Types  ","SELECT template_type_code ,  count(*) FROM Templates GROUP BY template_type_code",cre_Doc_Template_Mgt
330,"What are the different template type codes, and how many templates correspond to each?","SELECT Template_Type_Code,Template_Type_Description FROM Ref_Template_Types GROUP BY Template_Type_Code ORDER BY count(*) DESC LIMIT 1  ","SELECT template_type_code ,  count(*) FROM Templates GROUP BY template_type_code",cre_Doc_Template_Mgt
331,Which template type code has most number of templates?,SELECT Template_Type_Code FROM Ref_Template_Types GROUP BY Template_Type_Code ORDER BY count(*) DESC LIMIT 1  ,SELECT template_type_code FROM Templates GROUP BY template_type_code ORDER BY count(*) DESC LIMIT 1,cre_Doc_Template_Mgt
332,Return the type code of the template type that the most templates belong to.,SELECT Template_Type_Code FROM Ref_Template_Types ORDER BY count(*) DESC LIMIT 1  ,SELECT template_type_code FROM Templates GROUP BY template_type_code ORDER BY count(*) DESC LIMIT 1,cre_Doc_Template_Mgt
333,Show all template type codes with less than three templates.,SELECT Template_Type_Code FROM Ref_Template_Types WHERE Template_Type_Code  <  3 AND Template_Type_Code IS NOT NULL  ,SELECT template_type_code FROM Templates GROUP BY template_type_code HAVING count(*)  <  3,cre_Doc_Template_Mgt
334,What are the codes of template types that have fewer than 3 templates?,SELECT Template_Type_Code FROM Templates GROUP BY Template_Type_Code HAVING count(*)  <  3  ,SELECT template_type_code FROM Templates GROUP BY template_type_code HAVING count(*)  <  3,cre_Doc_Template_Mgt
335,What the smallest version number and its template type code?,"SELECT min(Version_Number) ,  Template_Type_Code FROM Templates GROUP BY Template_Type_Code ORDER BY count(*) DESC LIMIT 1  ","SELECT min(Version_Number) ,  template_type_code FROM Templates",cre_Doc_Template_Mgt
336,"Return the lowest version number, along with its corresponding template type code.","SELECT min(Version_Number) ,  Template_Type_Code FROM Templates GROUP BY Template_Type_Code ORDER BY count(*) DESC LIMIT 1  ","SELECT min(Version_Number) ,  template_type_code FROM Templates",cre_Doc_Template_Mgt
337,"What is the template type code of the template used by document with the name ""Data base""?","SELECT T1.Template_Type_Code FROM Ref_Template_Types AS T1 JOIN Templates AS T2 ON T1.Template_Type_Code  =  T2.Template_Type_Code WHERE T2.Document_Name  =  ""Data base"" AND T2.Document_ID = 1  ","SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T2.document_name  =  ""Data base""",cre_Doc_Template_Mgt
338,Return the template type code of the template that is used by a document named Data base.,SELECT Template_Type_Code FROM Ref_Template_Types WHERE Document_ID = (SELECT Document_ID FROM Documents WHERE Document_Name = 'Data base')  ,"SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T2.document_name  =  ""Data base""",cre_Doc_Template_Mgt
339,Show all document names using templates with template type code BK.,SELECT Document_Name FROM Documents WHERE Template_Type_Code = 'BK'  ,"SELECT T2.document_name FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T1.template_type_code  =  ""BK""",cre_Doc_Template_Mgt
340,What are the names of documents that use templates with the code BK?,SELECT Document_Name FROM Documents WHERE Ref_Template_Types.Template_Type_Code = 'BK' AND Documents.Document_ID = Paragraphs.Document_ID  ,"SELECT T2.document_name FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T1.template_type_code  =  ""BK""",cre_Doc_Template_Mgt
341,Show all template type codes and the number of documents using each type.,"SELECT Ref_Template_Types.Template_Type_Code,count(*) FROM Ref_Template_Types JOIN Templates ON Ref_Template_Types.Template_Type_Code = Templates.Template_Type_Code GROUP BY Ref_Template_Types.Template_Type_Code  ","SELECT T1.template_type_code ,  count(*) FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code",cre_Doc_Template_Mgt
342,"What are the different template type codes, and how many documents use each type?","SELECT Ref_Template_Types.Template_Type_Code,count(Document_ID) FROM Templates GROUP BY Ref_Template_Types.Template_Type_Code  ","SELECT T1.template_type_code ,  count(*) FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code",cre_Doc_Template_Mgt
343,Which template type code is used by most number of documents?,SELECT T1.Template_Type_Code FROM Ref_Template_Types AS T1 JOIN Templates AS T2 ON T1.Template_Type_Code  =  T2.Template_Type_Code GROUP BY T2.Template_Type_Code ORDER BY count(*) DESC LIMIT 1  ,SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code ORDER BY count(*) DESC LIMIT 1,cre_Doc_Template_Mgt
344,Return the code of the template type that is most commonly used in documents.,SELECT Template_Type_Code FROM Ref_Template_Types GROUP BY Template_Type_Code ORDER BY count(*) DESC LIMIT 1  ,SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code ORDER BY count(*) DESC LIMIT 1,cre_Doc_Template_Mgt
345,Show all template type codes that are not used by any document.,SELECT Template_Type_Code FROM Ref_Template_Types WHERE Document_ID IS NULL  ,SELECT template_type_code FROM Templates EXCEPT SELECT template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id,cre_Doc_Template_Mgt
346,What are the codes of template types that are not used for any document?,SELECT DISTINCT Template_Type_Code FROM Ref_Template_Types WHERE Template_Type_Code NOT IN (SELECT T1.Template_Type_Code FROM Templates AS T1 JOIN Paragraphs AS T2 ON T1.Document_ID  =  T2.Document_ID)  ,SELECT template_type_code FROM Templates EXCEPT SELECT template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id,cre_Doc_Template_Mgt
347,Show all template type codes and descriptions.,SELECT * FROM Ref_Template_Types  ,"SELECT template_type_code ,  template_type_description FROM Ref_template_types",cre_Doc_Template_Mgt
348,What are the type codes and descriptions for all template types?,"SELECT Template_Type_Code,Template_Type_Description FROM Ref_Template_Types  ","SELECT template_type_code ,  template_type_description FROM Ref_template_types",cre_Doc_Template_Mgt
349,"What is the template type descriptions for template type code ""AD"".","SELECT T2.Template_Type_Description FROM Templates AS T1 JOIN Ref_Template_Types AS T2 ON T1.Template_Type_Code  =  T2.Template_Type_Code WHERE T1.Template_Type_Code  =  ""AD"" AND T2.Template_Type_Code  =  ""AD""  ","SELECT template_type_description FROM Ref_template_types WHERE template_type_code  =  ""AD""",cre_Doc_Template_Mgt
350,Return the template type description of the template type with the code AD.,SELECT Template_Type_Description FROM Ref_Template_Types WHERE Template_Type_Code = 'AD'  ,"SELECT template_type_description FROM Ref_template_types WHERE template_type_code  =  ""AD""",cre_Doc_Template_Mgt
351,"What is the template type code for template type description ""Book"".",SELECT Template_Type_Code FROM Ref_Template_Types WHERE Template_Type_Description = 'Book'  ,"SELECT template_type_code FROM Ref_template_types WHERE template_type_description  =  ""Book""",cre_Doc_Template_Mgt
352,"Return the type code of the template type with the description ""Book"".",SELECT Template_Type_Code FROM Ref_Template_Types WHERE Template_Type_Description = 'Book'  ,"SELECT template_type_code FROM Ref_template_types WHERE template_type_description  =  ""Book""",cre_Doc_Template_Mgt
353,What are the distinct template type descriptions for the templates ever used by any document?,SELECT DISTINCT Template_Type_Description FROM Ref_Template_Types WHERE Template_ID IN (SELECT Template_ID FROM Templates)  ,SELECT DISTINCT T1.template_type_description FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code JOIN Documents AS T3 ON T2.Template_ID  =  T3.template_ID,cre_Doc_Template_Mgt
354,Return the different descriptions for templates that have been used in a document.,SELECT Template_Details FROM Templates WHERE Document_ID IN (SELECT Document_ID FROM Documents)  ,SELECT DISTINCT T1.template_type_description FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code JOIN Documents AS T3 ON T2.Template_ID  =  T3.template_ID,cre_Doc_Template_Mgt
355,"What are the template ids with template type description ""Presentation"".",SELECT Template_ID FROM Templates WHERE Template_Type_Code = 'Presentation'  ,"SELECT T2.template_id FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code WHERE T1.template_type_description  =  ""Presentation""",cre_Doc_Template_Mgt
356,Return the ids corresponding to templates with the description 'Presentation'.,SELECT Document_ID FROM Documents WHERE Template_ID IN (SELECT Template_ID FROM Templates WHERE Template_Type_Code = 'Presentation')  ,"SELECT T2.template_id FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code WHERE T1.template_type_description  =  ""Presentation""",cre_Doc_Template_Mgt
357,How many paragraphs in total?,SELECT count(*) FROM Paragraphs  ,SELECT count(*) FROM Paragraphs,cre_Doc_Template_Mgt
358,Count the number of paragraphs.,SELECT count(*) FROM Paragraphs  ,SELECT count(*) FROM Paragraphs,cre_Doc_Template_Mgt
359,How many paragraphs for the document with name 'Summer Show'?,SELECT count(*) FROM Paragraphs WHERE Document_ID = 'Summer Show' AND Document_Name = 'Summer Show'  ,SELECT count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_ID  =  T2.document_ID WHERE T2.document_name  =  'Summer Show',cre_Doc_Template_Mgt
360,Count the number of paragraphs in the document named 'Summer Show'.,SELECT COUNT(*) FROM Paragraphs WHERE Document_ID = (SELECT Document_ID FROM Documents WHERE Document_Name = 'Summer Show')  ,SELECT count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_ID  =  T2.document_ID WHERE T2.document_name  =  'Summer Show',cre_Doc_Template_Mgt
361,Show paragraph details for paragraph with text 'Korea ' .,SELECT Other_Details FROM Paragraphs WHERE Paragraph_Text LIKE '%Korea%' AND Document_ID = (SELECT Document_ID FROM Documents WHERE Template_ID = (SELECT Template_ID FROM Templates WHERE Template_Type_Code = 'Korea'));  ,select other_details from paragraphs where paragraph_text like 'korea',cre_Doc_Template_Mgt
362,What are the details for the paragraph that includes the text 'Korea ' ?,"SELECT Document_ID,Document_Name,Document_Description,Other_Details FROM Documents WHERE Paragraph_Text LIKE '%Korea%' AND Document_ID = (SELECT Document_ID FROM Paragraphs WHERE Paragraph_Text LIKE '%Korea%');  ",select other_details from paragraphs where paragraph_text like 'korea',cre_Doc_Template_Mgt
363,Show all paragraph ids and texts for the document with name 'Welcome to NY'.,"SELECT Paragraph_ID, Paragraph_Text FROM Paragraphs WHERE Document_Name = 'Welcome to NY'  ","SELECT T1.paragraph_id ,   T1.paragraph_text FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id WHERE T2.Document_Name  =  'Welcome to NY'",cre_Doc_Template_Mgt
