NLQ,PRED SQL,GOLD SQL,OUTPUT PRED,OUTPUT GOLD
"for icd9 code 3606, specify the procedural short title.",SELECT short_title FROM procedures WHERE icd9_code = 3606,"SELECT PROCEDURES.""SHORT_TITLE"" FROM PROCEDURES WHERE PROCEDURES.""ICD9_CODE"" = ""3606""","[('Ins nondrug elut cor st',)]","[('Ins nondrug elut cor st',)]"
give me the procedure short title and long title of the procedure icd9 code 3891.,"SELECT SHORT_TITLE ,  LONG_TITLE FROM Procedures WHERE ICD9_CODE  =  3891","SELECT PROCEDURES.""SHORT_TITLE"",PROCEDURES.""LONG_TITLE"" FROM PROCEDURES WHERE PROCEDURES.""ICD9_CODE"" = ""3891""","[('Arterial catheterization', 'Arterial catheterization'), ('Arterial catheterization', 'Arterial catheterization'), ('Arterial catheterization', 'Arterial catheterization'), ('Arterial catheterization', 'Arterial catheterization'), ('Arterial catheterization', 'Arterial catheterization')]","[('Arterial catheterization', 'Arterial catheterization'), ('Arterial catheterization', 'Arterial catheterization'), ('Arterial catheterization', 'Arterial catheterization'), ('Arterial catheterization', 'Arterial catheterization'), ('Arterial catheterization', 'Arterial catheterization')]"
mention the drug type and drug route of the drug fat emulsion 20%.,"SELECT DRUG_TYPE ,  ROUTE FROM Prescriptions WHERE DRUG  =  'fat emulsion 20%'","SELECT PRESCRIPTIONS.""DRUG_TYPE"",PRESCRIPTIONS.""ROUTE"" FROM PRESCRIPTIONS WHERE PRESCRIPTIONS.""DRUG"" = ""Fat Emulsion 20%""",[],"[('BASE', 'IV'), ('BASE', 'IV'), ('BASE', 'IV'), ('BASE', 'IV'), ('BASE', 'IV'), ('BASE', 'IV'), ('BASE', 'IV'), ('BASE', 'IV')]"
find the drug code and drug route of ferrous sulfate.,"SELECT DRUG_TYPE ,  ROUTE FROM Prescriptions WHERE DRUG  =  'ferrous sulfate'","SELECT PRESCRIPTIONS.""FORMULARY_DRUG_CD"",PRESCRIPTIONS.""ROUTE"" FROM PRESCRIPTIONS WHERE PRESCRIPTIONS.""DRUG"" = ""Ferrous Sulfate""",[],"[('FERR325', 'PO/NG'), ('FERR325', 'PO'), ('FERR325', 'PO/NG'), ('FERR325', 'PO/NG'), ('FERR325', 'PO'), ('FERR325', 'PO'), ('FERR325', 'PO/NG'), ('FERR325', 'PO/NG')]"
tell me route of administration and dosage of methylene blue 1%.,"SELECT ROUTE ,  DRUG_DOSE FROM Prescriptions WHERE DRUG  =  'methylene blue 1%'","SELECT PRESCRIPTIONS.""ROUTE"",PRESCRIPTIONS.""DRUG_DOSE"" FROM PRESCRIPTIONS WHERE PRESCRIPTIONS.""DRUG"" = ""Methylene Blue 1%""",[],"[('PO', '1ml')]"
what is the drug type and route for the drug sulfameth/trimethoprim ds?,"SELECT DISTINCT DRUG_TYPE ,  ROUTE FROM Prescriptions WHERE DRUG  =  'sulfameth/trimethoprim ds'","SELECT PRESCRIPTIONS.""DRUG_TYPE"",PRESCRIPTIONS.""ROUTE"" FROM PRESCRIPTIONS WHERE PRESCRIPTIONS.""DRUG"" = ""Sulfameth/Trimethoprim DS""",[],"[('MAIN', 'PO'), ('MAIN', 'PO'), ('MAIN', 'PO/NG'), ('MAIN', 'PO/NG'), ('MAIN', 'PO'), ('MAIN', 'PO'), ('MAIN', 'PO/NG'), ('MAIN', 'PO/NG'), ('MAIN', 'PO'), ('MAIN', 'PO'), ('MAIN', 'PO'), ('MAIN', 'PO')]"
let me know the drug code for aloe vesta 2-n-1 skin cond.,"SELECT DRUG_TYPE ,  DRUG FROM Prescriptions WHERE DRUG  =  'Aloe Vesta 2-n-1 skin cond'","SELECT PRESCRIPTIONS.""FORMULARY_DRUG_CD"" FROM PRESCRIPTIONS WHERE PRESCRIPTIONS.""DRUG"" = ""Aloe Vesta 2-n-1 Skin Cond""",[],"[(None,)]"
mention the drug type and route of the drug code onda4i.,"SELECT DRUG_TYPE ,  ROUTE FROM Prescriptions WHERE DRUG  =  'onda4i'","SELECT PRESCRIPTIONS.""DRUG_TYPE"",PRESCRIPTIONS.""ROUTE"" FROM PRESCRIPTIONS WHERE PRESCRIPTIONS.""FORMULARY_DRUG_CD"" = ""ONDA4I""",[],"[('MAIN', 'IV'), ('MAIN', 'IV')]"
specify the name and type of drug code pant40,"SELECT DRUG_TYPE ,  DRUG FROM Prescriptions WHERE FORMULARY_DRUG_CD  =  'pant40'","SELECT PRESCRIPTIONS.""DRUG_TYPE"",PRESCRIPTIONS.""DRUG"" FROM PRESCRIPTIONS WHERE PRESCRIPTIONS.""FORMULARY_DRUG_CD"" = ""PANT40""",[],"[('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole'), ('MAIN', 'Pantoprazole')]"
which patients were born before the year 2034?,SELECT DISTINCT Demographic.SUBJECT_ID FROM Demographic WHERE Demographic.DOB_YEAR  <  2034,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DOB_YEAR"" < ""2034""","[(1121,), (8440,), (990,), (87275,), (28588,), (76508,), (5506,), (74463,), (99936,), (813,)]","[(10,)]"
"get the number of patients who have been diagnosed with other specified surgical operations and procedures causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation.","SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.ICD9_CODE  =  'other specified surgical operations and procedures causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation'","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Abn react-surg proc NEC""","[(0,)]","[(4,)]"
which patients have the diagnoses of accidents occurring in other specified places?,SELECT T1.SUBJECT_ID FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_LOCATION  =  'accidents' OR T1.ADMISSION_LOCATION  =  'other specified places' AND T2.ICD9_CODE  =  'accidents',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Accident in place NEC""",[],"[(1,)]"
how many patients have the diagnoses short title as retention urine nos?,SELECT count(*) FROM Diagnoses WHERE SHORT_TITLE  =  'retention urine nos',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Retention urine NOS""","[(0,)]","[(1,)]"
let me know the number of patients who have been diagnosed with abnormal coagulation profile.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.ICD9_CODE  =  'abnormal coagulation profile',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DIAGNOSES.""LONG_TITLE"" = ""Abnormal coagulation profile""","[(0,)]","[(2,)]"
how many patients have had the procedure with short title aortocor bypas- 2 cor art?,SELECT count(DISTINCT Demographic.SUBJECT_ID) FROM Demographic JOIN Procedures ON Demographic.HADM_ID = Procedures.HADM_ID WHERE Procedures.SHORT_TITLE  =  'aortocor bypas- 2 cor art',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE PROCEDURES.""SHORT_TITLE"" = ""Aortocor bypas-2 cor art""","[(0,)]","[(1,)]"
Which patients have an ambi5 drug code?,SELECT T1.SUBJECT_ID FROM Demographic AS T1 JOIN Prescriptions AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.DRUG_TYPE  =  'ambi5',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE PRESCRIPTIONS.""FORMULARY_DRUG_CD"" = ""AMBI5""",[],"[(9,)]"
Give the number of patients whose drug code is senn187,SELECT count(DISTINCT Demographic.SUBJECT_ID) FROM Demographic JOIN Prescriptions ON Demographic.HADM_ID = Prescriptions.HADM_ID WHERE DRUG_TYPE  =  'senn187',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE PRESCRIPTIONS.""FORMULARY_DRUG_CD"" = ""SENN187""","[(0,)]","[(32,)]"
count the number of patients with lab test item id 50801.,SELECT count(DISTINCT Demographic.SUBJECT_ID) FROM Demographic JOIN Lab ON Demographic.HADM_ID = Lab.HADM_ID WHERE Lab.ITEMID  =  50801,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""ITEMID"" = ""50801""","[(9,)]","[(9,)]"
provide the number of patients who were tested for renal epithelial cells in the lab tests.,SELECT COUNT (DISTINCT SUBJECT_ID) FROM Lab WHERE ITEMID  =  'renal epithelial cells',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""LABEL"" = ""Renal Epithelial Cells""","[(0,)]","[(4,)]"
count the number of female patients whose primary disease is mesentric ischemia.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.GENDER  =  'female' AND T2.ICD9_CODE  =  'mesentric ischemia',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""GENDER"" = ""F"" AND DEMOGRAPHIC.""DIAGNOSIS"" = ""MESENTERIC ISCHEMIA""","[(0,)]","[(1,)]"
count the number of patients who are male and their diagnoses icd9 code is 28521.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.GENDER  =  'male' AND T2.ICD9_CODE  =  '28521',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""GENDER"" = ""M"" AND DIAGNOSES.""ICD9_CODE"" = ""28521""","[(0,)]","[(1,)]"
how many of the male patients were diagnosed with sarcoidosis?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.GENDER  =  'male' AND T2.ICD9_CODE  =  'sarcoidosis',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""GENDER"" = ""M"" AND DIAGNOSES.""LONG_TITLE"" = ""Sarcoidosis""","[(0,)]","[(1,)]"
what is the number of patients who were diagnosed with coronary atherosclerosis of native coronary artery and had emergency hospital admission? ,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'emergency' AND T2.ICD9_CODE  =  'coronary atherosclerosis of native coronary artery',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""EMERGENCY"" AND DIAGNOSES.""LONG_TITLE"" = ""Coronary atherosclerosis of native coronary artery""","[(0,)]","[(14,)]"
how many patients are with admission type elective and with lab test name triglycer?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Lab AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'elective' AND T2.LABEL  =  'triglycer',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""ELECTIVE"" AND LAB.""LABEL"" = ""Triglycer""","[(0,)]","[(1,)]"
How many patients with medicare insurance had a pacemaker inserted?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.INSURANCE  =  'Medicare' AND T2.LONG_TITLE  =  'Pacemaker Insertion',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""INSURANCE"" = ""Medicare"" AND PROCEDURES.""LONG_TITLE"" = ""Initial insertion of transvenous lead [electrode] into ventricle""","[(0,)]","[(1,)]"
provide me the number of patients with cholangitis primary disease who were born before 2111.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DOB_YEAR  <  2111 AND T2.ICD9_CODE  =  'cholangitis',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DIAGNOSIS"" = ""COLANGITIS"" AND DEMOGRAPHIC.""DOB_YEAR"" < ""2111""","[(0,)]","[(1,)]"
provide the number of patients born before 2101 who have sepsis primary disease.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DOB_YEAR  <  2101 AND T2.ICD9_CODE  =  'sepsis',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DIAGNOSIS"" = ""SEPSIS"" AND DEMOGRAPHIC.""DOB_YEAR"" < ""2101""","[(0,)]","[(1,)]"
count the number of patients whose primary disease is pneumonia and who died in or before year 2155.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.ICD9_CODE  =  'pneumonia' AND T1.DOD  <=  2155,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DIAGNOSIS"" = ""PNEUMONIA"" AND DEMOGRAPHIC.""DOD_YEAR"" <= ""2155.0""","[(0,)]","[(2,)]"
Count the number of patients with left internal jugular vein thrombosis left arm edema who died in or before the year 2131.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Lab AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T1.DOD_YEAR  <=  2131 AND T2.ICD9_CODE  =  '464.0' AND T3.ITEMID  =  '100000000',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DIAGNOSIS"" = ""LEFT INTERNAL JUGULAR VEIN THROMBOSIS;LEFT ARM EDEMA"" AND DEMOGRAPHIC.""DOD_YEAR"" <= ""2131.0""","[(0,)]","[(1,)]"
Provide the number of patients diagnosed with bowel obstruction whose lab test fluid is blood.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Diagnoses AS T1 JOIN Lab AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.FLUID  =  'blood',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DIAGNOSIS"" = ""BOWEL OBSTRUCTION"" AND LAB.""FLUID"" = ""Blood""","[(0,)]","[(1,)]"
find the number of patients with left colon cancer primary disease who had urine test done.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Lab AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T2.ICD9_CODE  =  'left colon cancer' AND T3.ITEMID  =  'urine test',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DIAGNOSIS"" = ""LEFT COLON CANCER"" AND LAB.""FLUID"" = ""Urine""","[(0,)]","[(1,)]"
count the number of patients less than 76 years who stayed in hospital for more than 27 days.,SELECT count(*) FROM Demographic WHERE AGE  <  76 AND DAYS_STAY  >  27,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""AGE"" < ""76"" AND DEMOGRAPHIC.""DAYS_STAY"" > ""27""","[(5,)]","[(5,)]"
find the number of patients aged less than 56 years who have prescription for benztropine mesylate drug.,"SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Prescriptions AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.AGE  <  56 AND T2.DRUG  =  ""benztropine mesylate""","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DEMOGRAPHIC.""AGE"" < ""56"" AND PRESCRIPTIONS.""DRUG"" = ""Benztropine Mesylate""","[(0,)]","[(1,)]"
how many of the patients aged below 86 were treated with d5ns?,"SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Prescriptions AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.AGE  <  86 AND T2.DRUG  =  ""d5ns""","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DEMOGRAPHIC.""AGE"" < ""86"" AND PRESCRIPTIONS.""DRUG"" = ""D5NS""","[(0,)]","[(3,)]"
Give the number of patients aged below 83 years who had the drug code fent100t?,"SELECT count(DISTINCT T1.SUBJECT_ID) FROM Prescriptions AS T1 JOIN Demographic AS T2 ON T1.SUBJECT_ID  =  T2.SUBJECT_ID WHERE T2.AGE  <  83 AND T1.DRUG  =  ""fent100t""","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DEMOGRAPHIC.""AGE"" < ""83"" AND PRESCRIPTIONS.""FORMULARY_DRUG_CD"" = ""FENT100T""","[(0,)]","[(1,)]"
count the number of patients less than 63 years who have lab test item id 51098.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Lab AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.AGE  <  63 AND T2.ITEMID  =  51098,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""AGE"" < ""63"" AND LAB.""ITEMID"" = ""51098""","[(1,)]","[(1,)]"
Look for the patients less than 50 years old with lab test item id 50952.,SELECT T1.SUBJECT_ID FROM Demographic AS T1 JOIN Lab AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.AGE  <  50 AND T2.ITEMID  =  50952,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""AGE"" < ""50"" AND LAB.""ITEMID"" = ""50952""","[(52012,), (85673,), (14755,), (19620,)]","[(4,)]"
how many patients are below 77 years of age and tested with lab item id 51032?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Lab AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.AGE  <  77 AND T2.ITEMID  =  51032,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""AGE"" < ""77"" AND LAB.""ITEMID"" = ""51032""","[(1,)]","[(1,)]"
how many patients aged below 56 years had the item id 51484?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM lab AS T1 JOIN demographic AS T2 ON T1.SUBJECT_ID  =  T2.SUBJECT_ID WHERE T1.ITEMID  =  51484 AND T2.AGE  <  56,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""AGE"" < ""56"" AND LAB.""ITEMID"" = ""51484""","[(12,)]","[(12,)]"
how many patients stayed in hospital for more than 4 days and were diagnosed with icd9 code 45821?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DAYS_STAY  >  4 AND T2.ICD9_CODE  =  45821,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""DAYS_STAY"" > ""4"" AND DIAGNOSES.""ICD9_CODE"" = ""45821""","[(1,)]","[(1,)]"
"among patients who had initial insertion of transvenous lead [electrode] into ventricle, caclulate the number of those who remained admitted in hospital for more than 9 days.",SELECT count(*) FROM Demographic WHERE ADMISSION_TYPE  =  'transvenous lead [electrode] into ventricle' AND DAYS_STAY  >  9,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""DAYS_STAY"" > ""9"" AND PROCEDURES.""LONG_TITLE"" = ""Initial insertion of transvenous lead [electrode] into ventricle""","[(0,)]","[(1,)]"
"Count the number of patients admitted to the hospital before year 2157 whose procedure long title is open reduction of fracture with internal fixation, femur.","SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMITTIME  <  2157 AND T2.LONG_TITLE  =  ""open reduction of fracture with internal fixation, femur""","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2157"" AND PROCEDURES.""LONG_TITLE"" = ""Open reduction of fracture with internal fixation, femur""","[(0,)]","[(1,)]"
count the number of patients diagnosed with angioneurotic edema who had abnormal lab test status.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Lab AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T2.ICD9_CODE  =  'angioneurotic edema' AND T3.FLAG  =  'abnormal',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Angioneurotic edema"" AND LAB.""FLAG"" = ""abnormal""","[(0,)]","[(1,)]"
"Provide the number of patients having main type drug prescription who have coronary atherosclerosis of unspecified type of vessel, native or graft, diagnoses.","SELECT count(DISTINCT T1.SUBJECT_ID) FROM Prescriptions AS T1 JOIN Diagnoses AS T2 ON T1.SUBJECT_ID  =  T2.SUBJECT_ID WHERE T1.DRUG_TYPE  =  'main' AND T2.ICD9_CODE  =  'coronary atherosclerosis of unspecified type of vessel, native or graft'","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""LONG_TITLE"" = ""Coronary atherosclerosis of unspecified type of vessel, native or graft"" AND PRESCRIPTIONS.""DRUG_TYPE"" = ""MAIN""","[(0,)]","[(4,)]"
